"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","INSECTICIDE","9"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE","57"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUPYRADIFURONE = 122304)","INSECTICIDE","34"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","INSECTICIDE","24"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","INSECTICIDE","12"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE","28"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","INSECTICIDE","37"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE","21"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL = 25006)","INSECTICIDE","9"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL","INSECTICIDE","18"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE","66"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","4"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRETHRINS = 69001)","INSECTICIDE","8"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRIPROXYFEN = 129032)","INSECTICIDE","5"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","58"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SPINOSAD = 110003)","INSECTICIDE","15"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE","17"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SULFOXAFLOR = 5210)","INSECTICIDE","20"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE","24"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","91"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","OTHER","49"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","OTHER","23"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","OTHER","25"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(IRON PHOSPHATE = 34903)","OTHER","2"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(METAM-POTASSIUM = 39002)","OTHER","3"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(METAM-SODIUM = 39003)","OTHER","2"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER","7"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","63"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(NITROGEN)","98"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(PHOSPHATE)","49"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(POTASH)","49"
"2019","CALIFORNIA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(SULFUR)","30"
"2019","CALIFORNIA",NA,"NOT SOLD - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"20,000"
"2019","CALIFORNIA",NA,"UTILIZED - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"20,480,000"
"2019","FLORIDA",NA,"ACRES HARVESTED",NA,NA,NA,NA,"9,400"
"2019","FLORIDA",NA,"ACRES PLANTED",NA,NA,NA,NA,"9,400"
"2019","FLORIDA",NA,"PRODUCTION",NA,"MEASURED IN $",NA,NA,"307,200,000"
"2019","FLORIDA",NA,"PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"2,020,000"
"2019","FLORIDA",NA,"YIELD",NA,"MEASURED IN CWT / ACRE",NA,NA,"215"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","12,000"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","146,100"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","4,100"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","2,700"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","10,200"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","54,800"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","FUNGICIDE","286,900"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","HERBICIDE","300"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","300"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","200"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","700"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","300"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","100"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","1,000"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","600"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","100"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","INSECTICIDE","5,100"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","OTHER","125,900"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(NITROGEN)","320,000"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(PHOSPHATE)","86,000"
"2019","FLORIDA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(POTASH)","389,000"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.858"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","2.098"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.313"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.206"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","1.34"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","2.036"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","0.045"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","0.099"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE","0.141"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","0.05"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.058"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NOVALURON = 124002)","INSECTICIDE","0.065"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110007)","INSECTICIDE","0.063"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","INSECTICIDE","0.054"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(NITROGEN)","1"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(PHOSPHATE)","1"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(POTASH)","2"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","FUNGICIDE","4.123"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","16.856"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","0.642"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","0.428"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","4.888"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIRAM = 79801)","FUNGICIDE","10.166"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","0.184"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","0.127"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENAZATE = 586)","INSECTICIDE","0.663"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","0.077"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.067"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NOVALURON = 124002)","INSECTICIDE","0.212"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","0.116"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","0.095"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(NITROGEN)","39"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(PHOSPHATE)","17"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(POTASH)","43"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","4.8"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","8"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","2.1"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","2.1"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","3.6"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","5"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","4.1"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.3"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","4.7"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","1.5"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.2"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","3.2"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.8"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","1.8"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(NITROGEN)","28.7"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(PHOSPHATE)","18.6"
"2019","FLORIDA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"(POTASH)","25.2"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE","29"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","88"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","64"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","64"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","21"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIRAM = 79801)","FUNGICIDE","54"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","95"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","15"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE","18"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE","13"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE","11"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","35"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","16"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE","46"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","55"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE","16"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","97"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","17"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(NITROGEN)","83"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(PHOSPHATE)","52"
"2019","FLORIDA","BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING",NA,"(POTASH)","91"
"2019","FLORIDA",NA,"NOT SOLD - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"0"
"2019","FLORIDA",NA,"UTILIZED - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"2,020,000"
"2019","OTHER STATES",NA,"FRESH MARKET - PRODUCTION",NA,"MEASURED IN $",NA,NA,"2,265,910,000"
"2019","OTHER STATES",NA,"FRESH MARKET      UTILIZED - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"17,530,000"
"2019","OTHER STATES",NA,"PROCESSING - PRODUCTION",NA,"MEASURED IN $",NA,NA,"262,610,000"
"2019","OTHER STATES",NA,"PROCESSING      UTILIZED - PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"4,970,000"
"2018","CALIFORNIA",NA,"ACRES HARVESTED",NA,NA,NA,NA,"35,300"
"2018","CALIFORNIA",NA,"ACRES PLANTED",NA,NA,NA,NA,"35,300"
"2018","CALIFORNIA",NA,"PRODUCTION",NA,"MEASURED IN $",NA,NA,"2,086,077,000"
"2018","CALIFORNIA",NA,"PRODUCTION",NA,"MEASURED IN CWT",NA,NA,"23,298,000"
"2018","CALIFORNIA",NA,"YIELD",NA,"MEASURED IN CWT / ACRE",NA,NA,"660"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","1,800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","94,800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE","100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","4,900"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","3,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","3,300"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE","1,600"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","2,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE","2,900"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","300"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","15,200"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE","1,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","2,300"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","2,800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE","900"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","298,200"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE","400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","20,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","FUNGICIDE","466,900"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","2,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE","1,900"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE","800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PENDIMETHALIN = 108501)","HERBICIDE","2,700"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","HERBICIDE","7,200"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","200"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(ACEQUINOCYL = 6329)","INSECTICIDE","1,400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","1,200"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(AZADIRACHTIN = 121701)","INSECTICIDE","600"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","5,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","600"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"INSECTICIDE","1,800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FENPROPATHRIN = 127901)","INSECTICIDE","1,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE","100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLONICAMID = 128016)","INSECTICIDE","1,300"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUPYRADIFURONE = 122304)","INSECTICIDE","700"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE","800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE","4,100"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","8,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE","1,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(NALED = 34401)","INSECTICIDE","5,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(NEEM OIL","INSECTICIDE","90,500"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","1,700"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(PYRETHRINS = 69001)","INSECTICIDE","400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(SPINOSAD = 110003)","INSECTICIDE","700"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE","1,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","INSECTICIDE","134,400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER","2,749,500"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER","668,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(FLUTRIAFOL = 128940)","OTHER","400"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER","1,700"
